Hp pq value
14 8860 9586
14 4100 4415
14 4892 5281
14 6342 6804
14 4280 4611
14 8430 9116
14 5396 5796
14 5421 5833
14 7402 7926
14 6885 7374
14 5771 6186
14 6284 6729
14 3116 3370
14 2210 2370
14 4109 4418
14 6873 7351
14 7985 8607
14 4047 4357
14 3842 4127
14 253 286
14 3239 3515
14 8279 8935
14 8336 8996
14 1199 1317
14 3030 3263
14 6084 6503
14 9006 9713
14 4380 4708
14 4342 4668
14 1462 1558
14 8122 8740
14 3961 4254
14 2175 2325
14 3753 4021
14 923 1059
14 6481 6936
14 8800 9489
14 6412 6855
14 8464 9121
14 6944 7415
14 502 582
14 1547 1660
14 429 497
14 3687 3952
14 3761 4030
14 1150 1267
14 7191 7655
14 2481 2637
14 5246 5624
14 1661 1783
14 8619 9275
14 5131 5491
14 627 718
14 4319 4623
14 2960 3160
14 3720 3981
14 7033 7478
14 2717 2873
14 4709 5041
14 1996 2147
14 686 784
14 130 133
14 2610 2753
14 2924 3109
14 435 506
14 3556 3812
14 6013 6398
14 5969 6347
14 6588 7020
14 5170 5519
14 3517 3763
14 7164 7602
14 6759 7179
14 530 612
14 7439 7906
14 7125 7561
14 1763 1879
14 5202 5562
14 6172 6550
14 3599 3855
14 6915 7345
14 5457 5825
14 8719 9346
14 4137 4415
14 6394 6801
14 8271 8858
14 4453 4748
14 4018 4279
14 1623 1731
14 9140 9789
14 6046 6426
14 8285 8867
14 5907 6274
14 8576 9180
14 1860 1977
14 6389 6780
14 8729 9344
14 7854 8375
14 2946 3127
14 2576 2716
14 225 246
14 3037 3242
14 6295 6670
14 3539 3778
14 197 206
14 4298 4577
14 1226 1339
14 7914 8437
14 6127 6491
14 3984 4242
14 2149 2292
14 183 188
14 6057 6419
14 7531 7990
14 4324 4603
14 3019 3220
14 6464 6848
14 8757 9351
14 7101 7500
14 4637 4932
14 5170 5492
14 253 278
14 3562 3799
14 7660 8118
14 5470 5810
14 1992 2128
14 4609 4898
14 4839 5155
14 6480 6855
14 4115 4377
14 7458 7871
14 6717 7102
14 3744 3972
14 4279 4542
14 785 880
14 467 530
14 5149 5471
14 8055 8571
14 8417 8968
14 7842 8314
14 8602 9165
14 7223 7612
14 8005 8502
14 5259 5585
14 5276 5603
14 8881 9457
14 8280 8805
14 8280 8803
14 8286 8808
14 2522 2657
14 88 87
14 573 652
14 2794 2936
14 3659 3887
14 8252 8770
14 8233 8746
14 2236 2367
14 19 20
14 235 253
14 8675 9223
14 668 749
14 4237 4477
14 2552 2677
14 952 1073
14 5063 5371
14 3341 3557
14 1530 1604
14 6837 7194
14 8005 8480
14 6562 6924
14 5211 5508
14 7280 7646
14 4294 4536
14 323 362
14 9029 9583
14 6168 6491
14 9260 9819
14 7934 8388
14 1560 1647
14 4707 4979
14 7033 7398
14 1646 1734
14 1882 1983
14 6359 6686
14 1874 1973
14 671 753
14 1687 1784
14 4111 4341
14 6776 7125
14 7951 8390
14 9373 9916
14 3998 4226
14 2746 2867
14 2470 2593
14 5007 5300
14 7822 8238
14 2383 2502
14 3079 3256
14 1688 1784
14 875 982
14 6229 6532
14 6946 7292
14 4721 4980
14 7074 7420
14 7315 7654
14 4333 4563
14 3715 3912
14 3617 3825
14 8795 9304
14 5272 5559
14 8337 8804
14 6391 6702
14 3451 3645
14 705 787
14 9212 9740
14 5333 5619
14 7539 7892
14 1453 1524
14 6011 6312
14 4755 5017
14 9400 9914
14 5941 6228
14 8748 9243
14 8652 9133
14 8366 8821
14 809 895
14 3532 3723
14 1229 1323
14 441 503
14 5239 5507
14 8218 8657
14 6713 7035
14 8668 9151
14 3450 3638
14 4247 4456
14 6496 6805
14 4333 4553
14 4488 4720
14 557 630
14 203 209
14 6348 6631
14 5522 5786
14 3097 3263
14 254 276
14 6294 6573
14 2875 3003
14 2134 2247
14 4262 4465
14 799 880
14 8138 8559
14 5568 5834
14 6836 7146
14 4570 4787
14 1341 1430
14 6010 6280
14 9493 9960
14 8257 8677
14 4 3
14 1199 1283
14 8731 9181
14 1784 1863
14 6025 6293
14 5947 6216
14 913 1014
14 6019 6283
14 6725 7024
14 3976 4172
14 751 836
14 7753 8096
14 4588 4802
14 944 1046
14 4513 4727
14 526 589
14 4123 4309
14 1272 1356
14 3321 3514
14 3495 3665
14 3417 3603
14 4145 4332
14 4349 4545
14 8127 8515
14 163 166
14 1628 1691
14 9203 9654
14 7641 7948
14 4140 4323
14 9166 9615
14 6378 6626
14 613 679
14 6971 7250
14 5562 5807
14 2441 2542
14 3365 3543
14 8015 8375
14 3381 3556
14 9380 9826
14 1683 1752
14 7452 7728
14 599 663
14 9409 9848
14 8485 8883
14 7739 8061
14 847 928
14 5583 5824
14 8341 8722
14 2189 2284
14 5454 5690
14 2296 2387
14 2143 2239
14 22 22
14 3140 3284
14 682 754
14 6310 6541
14 4771 4976
14 6520 6761
14 4317 4489
14 5432 5651
14 6147 6376
14 7213 7467
14 6101 6330
14 3459 3626
14 9212 9626
14 8495 8872
14 6925 7170
14 4176 4354
14 8417 8781
14 3194 3348
14 5879 6106
14 2777 2861
14 329 363
14 2220 2306
14 1682 1744
14 8088 8424
14 3097 3234
14 3768 3920
14 3320 3499
14 1805 1870
14 9211 9611
14 5674 5886
14 3956 4110
14 9238 9633
14 8795 9171
14 1120 1216
14 2442 2526
14 446 499
14 7708 7977
14 3222 3368
14 5938 6150
14 4190 4353
14 758 835
14 8487 8833
14 4178 4332
14 417 462
14 3912 4057
14 7614 7854
14 4650 4816
14 2757 2838
14 1105 1202
14 7045 7274
14 1979 2052
14 1522 1566
14 9201 9580
14 3648 3796
14 6144 6342
14 2739 2815
14 3929 4069
14 9465 9841
14 4523 4685
14 3546 3680
14 2011 2080
14 4959 5147
14 9296 9665
14 1173 1251
14 6174 6364
14 2109 2192
14 7845 8102
14 632 693
14 5367 5560
14 545 604
14 1328 1399
14 2692 2747
14 9086 9437
14 5547 5731
14 3094 3209
14 3336 3495
14 9591 9937
14 4233 4377
14 2626 2685
14 1037 1139
14 1600 1651
14 4591 4737
14 8723 9057
14 1150 1232
14 4734 4886
14 5221 5400
14 367 399
14 8630 8955
14 1559 1593
14 4922 5084
14 8667 8987
14 3556 3673
14 6418 6584
14 4849 5004
14 1215 1276
14 8970 9300
14 3418 3548
14 9045 9378
14 9670 9993
14 8791 9108
14 6166 6335
14 7551 7744
14 7971 8208
14 2056 2124
14 9495 9827
14 1358 1417
14 1924 1971
14 9426 9764
14 2078 2147
14 4523 4657
14 7075 7256
14 3673 3798
14 5586 5746
14 6147 6313
14 1312 1382
14 6799 6984
14 7843 8065
14 1731 1781
14 2226 2291
14 9343 9659
14 3115 3218
14 1217 1278
14 9370 9684
14 9492 9802
14 6128 6283
14 885 961
14 5293 5454
14 6026 6183
14 6542 6691
14 5288 5447
14 1600 1644
14 9073 9378
14 3103 3192
14 9556 9852
14 1465 1503
14 2951 3019
14 7460 7621
14 3345 3474
14 8851 9136
14 9460 9768
14 4374 4483
14 6250 6392
14 3457 3567
14 220 230
14 8772 9057
14 1241 1301
14 7060 7214
14 6962 7123
14 3010 3083
14 9212 9506
14 3062 3134
14 2604 2653
14 6982 7136
14 8897 9170
14 8551 8807
14 9478 9771
14 6348 6483
14 4160 4261
14 5817 5955
14 9244 9527
14 9428 9708
14 7453 7599
14 8644 8905
14 8979 9252
14 7302 7451
14 376 408
14 8378 8624
14 4942 5072
14 222 235
14 7611 7760
14 1101 1193
14 4605 4718
14 454 504
14 4654 4760
14 1243 1300
14 9292 9561
14 5926 6061
14 4752 4867
14 2977 3036
14 5375 5496
14 667 725
14 2476 2522
14 7983 8149
14 4107 4213
14 7870 8045
14 6815 6956
14 3897 3985
14 4435 4528
14 7445 7569
14 6171 6292
14 3966 4055
14 7149 7278
14 235 243
14 9068 9313
14 2850 2882
14 7574 7694
14 5948 6073
14 7733 7858
14 8877 9118
14 6189 6308
14 1937 1970
14 287 311
14 7255 7379
14 2431 2474
14 1376 1423
14 4925 5031
14 8208 8388
14 3742 3837
14 9669 9898
14 7658 7776
14 9107 9333
14 6848 6975
14 6550 6651
14 3742 3835
14 1100 1189
14 4598 4696
14 7024 7143
14 5067 5174
14 9003 9224
14 4619 4713
14 7715 7818
14 9413 9632
14 8180 8343
14 7917 8061
14 8729 8945
14 7475 7577
14 5651 5755
14 4913 5018
14 5318 5436
14 1154 1225
14 7586 7679
14 3671 3758
14 7782 7889
14 1360 1410
14 6135 6233
14 5558 5664
14 6341 6441
14 900 973
14 9289 9501
14 2667 2692
14 4999 5101
14 5084 5187
14 9466 9667
14 1727 1752
14 5266 5374
14 790 856
14 6358 6448
14 2478 2517
14 5936 6030
14 1988 2025
14 3498 3582
14 3767 3848
14 1633 1657
14 8146 8277
14 8136 8261
14 6855 6954
14 5770 5855
14 3953 4016
14 8196 8324
14 1245 1291
14 1585 1594
14 5917 6003
14 4966 5049
14 5750 5835
14 7332 7413
14 7568 7634
14 1480 1499
14 204 207
14 4877 4959
14 7281 7353
14 2878 2899
14 57 61
14 2511 2540
14 2536 2566
14 1799 1813
14 4206 4266
14 3336 3423
14 4550 4614
14 3097 3135
14 5728 5805
14 6586 6639
14 6660 6718
14 5936 6006
14 4585 4648
14 4926 4995
14 4210 4267
14 1595 1602
14 7150 7202
14 4578 4636
14 9789 9926
14 4778 4845
14 6175 6230
14 5869 5930
14 6195 6247
14 8309 8417
14 9548 9695
14 3821 3881
14 9785 9916
14 9766 9902
14 5119 5193
14 7216 7269
14 2788 2801
14 5178 5254
14 6101 6161
14 5294 5368
14 3338 3419
14 398 427
14 5072 5143
14 7962 8033
14 9793 9915
14 881 948
14 956 1024
14 6604 6633
14 6900 6954
14 5607 5672
14 7928 7980
14 1154 1222
14 7235 7274
14 5117 5183
14 2179 2210
14 7172 7201
14 28 28
14 4748 4792
14 9346 9483
14 6237 6275
14 3162 3209
14 9062 9178
14 6487 6509
14 9347 9477
14 5368 5433
14 8001 8054
14 6725 6747
14 4528 4586
14 9547 9660
14 9146 9260
14 9874 9954
14 3051 3079
14 6004 6040
14 5041 5097
14 7451 7465
14 5914 5955
14 2377 2398
14 8410 8489
14 8831 8940
14 9247 9352
14 4107 4162
14 3222 3272
14 6891 6926
14 1404 1436
14 4769 4807
14 5445 5488
14 4943 4989
14 1108 1188
14 268 280
14 4438 4472
14 3765 3815
14 3408 3489
14 5 3
14 306 324
14 2954 2967
14 5390 5436
14 4694 4730
14 6044 6066
14 6370 6374
14 4349 4390
14 1673 1678
14 6322 6329
14 3777 3822
14 4038 4070
14 7790 7778
14 1249 1287
14 27 25
14 6541 6528
14 9695 9776
14 5274 5317
14 2214 2233
14 277 290
14 8528 8590
14 5491 5511
14 1722 1727
14 9672 9749
14 937 1000
14 6730 6716
14 880 937
14 1249 1280
14 7572 7541
14 4734 4753
14 1049 1122
14 7577 7544
14 1406 1429
14 418 441
14 9271 9332
14 6154 6160
14 2872 2859
14 5692 5706
14 512 550
14 4521 4537
14 8371 8387
14 680 724
14 8570 8608
14 2514 2518
14 2002 2011
14 4971 4985
14 8993 9046
14 8156 8140
14 6689 6655
14 1252 1279
14 8408 8430
14 1614 1597
14 3141 3143
14 6544 6509
14 1319 1346
14 4126 4143
14 9533 9578
14 2281 2284
14 1776 1775
14 7147 7119
14 7065 7037
14 2917 2897
14 955 1015
14 8457 8466
14 9662 9690
14 330 347
14 920 978
14 2560 2549
14 2411 2405
